TeamID,Packet,Altitude,Pressure,Airspeed,Temperature,Voltage,Latitude,Longitude,GPSAltitude,Satellites,GPSSpeed,Time,State
123456,142,81.73,1003.47,3.82,29.89,0.00,0.00,0.00,0.00,0,0.00,143000,1000
123456,143,81.81,1003.46,3.66,29.89,0.00,0.00,0.00,0.00,0,0.00,144000,1000
123456,145,81.90,1003.45,3.88,29.85,0.00,0.00,0.00,0.00,0,0.00,146001,1000
123456,146,81.51,1003.50,3.74,29.85,0.00,0.00,0.00,0.00,0,0.00,147001,1000
123456,147,82.03,1003.43,3.96,29.84,0.00,0.00,0.00,0.00,0,0.00,148000,1000
123456,148,81.46,1003.50,3.74,29.83,0.00,0.00,0.00,0.00,0,0.00,149000,1000
123456,149,81.78,1003.46,4.02,29.83,0.00,0.00,0.00,0.00,0,0.00,150000,1000
123456,151,81.97,1003.44,4.23,29.81,0.00,0.00,0.00,0.00,0,0.00,152001,1000
123456,152,82.37,1003.39,3.90,29.80,0.00,0.00,0.00,0.00,0,0.00,153001,1000
123456,153,81.86,1003.45,3.88,29.80,0.00,0.00,0.00,0.00,0,0.00,154001,1000
123456,154,81.69,1003.47,3.82,29.80,0.00,0.00,0.00,0.00,0,0.00,155001,1000
123456,155,82.06,1003.43,3.96,29.81,0.00,0.00,0.00,0.00,0,0.00,156000,1000
123456,157,81.48,1003.50,3.80,29.77,0.00,0.00,0.00,0.00,0,0.00,158000,1000
123456,158,82.06,1003.43,3.88,29.75,0.00,0.00,0.00,0.00,0,0.00,159001,1000
123456,159,81.89,1003.45,3.72,29.74,0.00,0.00,0.00,0.00,0,0.00,160002,1000
123456,160,82.13,1003.42,3.66,29.70,0.00,0.00,0.00,0.00,0,0.00,161001,1000
123456,161,82.06,1003.43,4.09,29.70,0.00,0.00,0.00,0.00,0,0.00,162001,1000
123456,163,82.02,1003.44,3.90,29.71,0.00,0.00,0.00,0.00,0,0.00,164001,1000
123456,164,82.08,1003.43,3.74,29.71,0.00,0.00,0.00,0.00,0,0.00,165001,1000
123456,165,82.17,1003.42,3.82,29.70,0.00,0.00,0.00,0.00,0,0.00,166001,1000
123456,166,82.14,1003.42,3.88,29.70,0.00,0.00,0.00,0.00,0,0.00,167002,1000
123456,167,82.12,1003.42,4.03,29.70,0.00,0.00,0.00,0.00,0,0.00,168002,1000
123456,169,82.00,1003.44,4.03,29.71,0.00,0.00,0.00,0.00,0,0.00,170000,1000
123456,170,82.15,1003.42,3.43,29.69,0.00,0.00,0.00,0.00,0,0.00,171001,1000
123456,171,82.17,1003.42,3.74,29.68,0.00,0.00,0.00,0.00,0,0.00,172002,1000
123456,172,82.03,1003.43,3.74,29.67,0.00,0.00,0.00,0.00,0,0.00,173002,1000
123456,173,82.33,1003.40,0.00,29.12,0.00,0.00,0.00,0.00,0,0.00,174001,1000
123456,175,81.85,1003.46,3.74,29.69,0.00,0.00,0.00,0.00,0,0.00,176000,1000
123456,176,82.12,1003.42,3.82,29.66,0.00,0.00,0.00,0.00,0,0.00,177001,1000
123456,177,82.25,1003.41,3.82,29.66,0.00,0.00,0.00,0.00,0,0.00,178002,1000
123456,178,82.62,1003.36,3.97,29.67,0.00,0.00,0.00,0.00,0,0.00,179000,1000
123456,179,82.26,1003.41,3.90,29.66,0.00,0.00,0.00,0.00,0,0.00,180002,1000
123456,181,82.47,1003.38,3.82,29.65,0.00,0.00,0.00,0.00,0,0.00,182002,1000
123456,182,82.33,1003.40,0.00,29.12,0.00,0.00,0.00,0.00,0,0.00,183002,1000
123456,183,82.73,1003.35,3.72,29.67,0.00,0.00,0.00,0.00,0,0.00,184000,1000
123456,184,82.50,1003.38,3.90,29.66,0.00,0.00,0.00,0.00,0,0.00,185003,1000
123456,185,82.52,1003.38,4.05,29.65,0.00,0.00,0.00,0.00,0,0.00,186000,1000
123456,187,82.43,1003.39,3.82,29.70,0.00,0.00,0.00,0.00,0,0.00,188002,1000
123456,188,82.22,1003.41,3.57,29.71,0.00,0.00,0.00,0.00,0,0.00,189001,1000
123456,189,82.43,1003.39,3.74,29.72,0.00,0.00,0.00,0.00,0,0.00,190002,1000
123456,190,82.24,1003.41,3.66,29.72,0.00,0.00,0.00,0.00,0,0.00,191002,1000
123456,191,82.85,1003.34,3.82,29.73,0.00,0.00,0.00,0.00,0,0.00,192000,1000
123456,193,82.31,1003.40,3.82,29.73,0.00,0.00,0.00,0.00,0,0.00,194001,1000
123456,194,82.47,1003.38,3.82,29.73,0.00,0.00,0.00,0.00,0,0.00,195002,1000
123456,195,82.40,1003.39,3.82,29.72,0.00,0.00,0.00,0.00,0,0.00,196002,1000
123456,196,82.33,1003.40,0.00,29.12,0.00,0.00,0.00,0.00,0,0.00,197000,1000
123456,197,82.27,1003.41,3.74,29.70,0.00,0.00,0.00,0.00,0,0.00,198000,1000
123456,199,82.78,1003.35,3.72,29.68,0.00,0.00,0.00,0.00,0,0.00,200001,1000
123456,200,82.11,1003.42,3.66,29.65,0.00,0.00,0.00,0.00,0,0.00,201001,1000
123456,201,82.47,1003.38,3.66,29.63,0.00,0.00,0.00,0.00,0,0.00,202002,1000
123456,202,82.24,1003.41,3.66,29.63,0.00,0.00,0.00,0.00,0,0.00,203002,1000
123456,203,82.46,1003.38,4.03,29.64,0.00,0.00,0.00,0.00,0,0.00,204002,1000
123456,205,82.76,1003.35,3.90,29.63,0.00,0.00,0.00,0.00,0,0.00,206002,1000
123456,206,82.32,1003.40,3.90,29.62,0.00,0.00,0.00,0.00,0,0.00,207002,1000
123456,207,82.46,1003.38,3.82,29.64,0.00,0.00,0.00,0.00,0,0.00,208002,1000
123456,208,82.25,1003.41,3.90,29.66,0.00,0.00,0.00,0.00,0,0.00,209002,1000
1,1003.44,3.96,29.65,0.00,0.00,0.00,0.00,0,0.00,210001,1000
123456,211,82.03,1003.43,4.02,29.65,0.00,0.00,0.00,0.00,0,0.00,212000,1000
123456,212,81.90,1003.45,3.74,29.66,0.00,0.00,0.00,0.00,0,0.00,213000,1000
123456,213,82.01,1003.44,4.03,29.64,0.00,0.00,0.00,0.00,0,0.00,214000,1000
123456,214,82.15,1003.42,3.88,29.62,0.00,0.00,0.00,0.00,0,0.00,215002,1000
123456,216,82.28,1003.40,3.88,29.62,0.00,0.00,0.00,0.00,0,0.00,217004,1000
123456,217,82.18,1003.42,3.88,29.61,0.00,0.00,0.00,0.00,0,0.00,218002,1000
123456,218,82.33,1003.40,3.80,29.60,0.00,0.00,0.00,0.00,0,0.00,219000,1000
123456,219,82.25,1003.41,3.72,29.57,0.00,0.00,0.00,0.00,0,0.00,220001,1000
123456,220,82.45,1003.38,3.96,29.57,0.00,0.00,0.00,0.00,0,0.00,221002,1000
123456,222,82.05,1003.43,3.57,29.58,0.00,0.00,0.00,0.00,0,0.00,223002,1000
123456,223,82.26,1003.41,3.66,29.57,0.00,0.00,0.00,0.00,0,0.00,224001,1000
123456,224,82.44,1003.39,4.09,29.57,0.00,0.00,0.00,0.00,0,0.00,225002,1000
123456,225,82.07,1003.43,3.74,29.61,0.00,0.00,0.00,0.00,0,0.00,226000,1000
123456,226,82.63,1003.36,3.96,29.62,0.00,0.00,0.00,0.00,0,0.00,227001,1000
123456,228,82.08,1003.43,3.88,29.66,0.00,0.00,0.00,0.00,0,0.00,229002,1000
123456,229,82.33,1003.40,0.00,29.12,0.00,0.00,0.00,0.00,0,0.00,230000,1000
123456,230,82.08,1003.43,4.03,29.71,0.00,0.00,0.00,0.00,0,0.00,231001,1000
123456,231,82.14,1003.42,3.66,29.71,0.00,0.00,0.00,0.00,0,0.00,232001,1000
123456,232,82.45,1003.38,4.09,29.69,0.00,0.00,0.00,0.00,0,0.00,233003,1000
123456,234,82.13,1003.42,3.82,29.70,0.00,0.00,0.00,0.00,0,0.00,235001,1000
123456,235,81.83,1003.46,3.72,29.69,0.00,0.00,0.00,0.00,0,0.00,236002,1000
123456,236,82.33,1003.40,0.00,29.12,0.00,0.00,0.00,0.00,0,0.00,237002,1000
123456,237,82.00,1003.44,3.90,29.67,0.00,0.00,0.00,0.00,0,0.00,238000,1000
123456,239,82.47,1003.38,3.96,29.67,0.00,0.00,0.00,0.00,0,0.00,240000,1000
123456,240,82.10,1003.43,4.03,29.66,0.00,0.00,0.00,0.00,0,0.00,241000,1000
123456,241,82.02,1003.44,3.88,29.63,0.00,0.00,0.00,0.00,0,0.00,242000,1000
123456,242,82.04,1003.43,3.96,29.62,0.00,0.00,0.00,0.00,0,0.00,243001,1000
123456,243,82.25,1003.41,4.15,29.65,0.00,0.00,0.00,0.00,0,0.00,244003,1000
123456,245,81.92,1003.45,3.66,29.67,0.00,0.00,0.00,0.00,0,0.00,246002,1000
123456,246,82.15,1003.42,3.97,29.68,0.00,0.00,0.00,0.00,0,0.00,247001,1000
123456,247,81.91,1003.45,3.74,29.68,0.00,0.00,0.00,0.00,0,0.00,248002,1000
123456,248,82.26,1003.41,4.05,29.69,0.00,0.00,0.00,0.00,0,0.00,249003,1000
123456,250,82.18,1003.42,4.11,29.67,0.00,0.00,0.00,0.00,0,0.00,251002,1000
123456,251,81.71,1003.47,3.88,29.68,0.00,0.00,0.00,0.00,0,0.00,252001,1000
123456,252,82.18,1003.42,4.11,29.68,0.00,0.00,0.00,0.00,0,0.00,253001,1000
123456,253,82.22,1003.41,3.90,29.69,0.00,0.00,0.00,0.00,0,0.00,254000,1000
123456,254,81.92,1003.45,3.74,29.68,0.00,0.00,0.00,0.00,0,0.00,255000,1000
123456,256,82.06,1003.43,3.66,29.65,0.00,0.00,0.00,0.00,0,0.00,257000,1000
123456,257,82.47,1003.38,3.90,29.66,0.00,0.00,0.00,0.00,0,0.00,258002,1000
123456,258,82.11,1003.42,3.96,29.65,0.00,0.00,0.00,0.00,0,0.00,259001,1000
123456,259,81.86,1003.45,4.11,29.65,0.00,0.00,0.00,0.00,0,0.00,260000,1000
123456,260,82.11,1003.42,3.90,29.65,0.00,0.00,0.00,0.00,0,0.00,261000,1000
123456,262,82.36,1003.39,3.88,29.66,0.00,0.00,0.00,0.00,0,0.00,263001,1000
123456,263,82.06,1003.43,3.90,29.66,0.00,0.00,0.00,0.00,0,0.00,264000,1000
123456,264,82.07,1003.43,3.96,29.67,0.00,0.00,0.00,0.00,0,0.00,265001,1000
123456,265,82.37,1003.39,3.90,29.68,0.00,0.00,0.00,0.00,0,0.00,266001,1000
123456,266,81.88,1003.45,3.64,29.69,0.00,0.00,0.00,0.00,0,0.00,267000,1000
123456,268,82.29,1003.40,3.74,29.72,0.00,0.00,0.00,0.00,0,0.00,269001,1000
123456,269,82.10,1003.43,3.74,29.70,0.00,0.00,0.00,0.00,0,0.00,270001,1000
123456,270,82.03,1003.43,4.11,29.68,0.00,0.00,0.00,0.00,0,0.00,271001,1000
123456,271,82.06,1003.43,3.82,29.67,0.00,0.00,0.00,0.00,0,0.00,272001,1000
123456,273,81.98,1003.44,4.17,29.68,0.00,0.00,0.00,0.00,0,0.00,274000,1000
123456,274,81.78,1003.46,3.72,29.69,0.00,0.00,0.00,0.00,0,0.00,275001,1000
123456,275,81.92,1003.45,3.82,29.68,0.00,0.00,0.00,0.00,0,0.00,276001,1000
123456,276,81.88,1003.45,3.88,29.69,0.00,0.00,0.00,0.00,0,0.00,277001,1000
123456,277,82.02,1003.44,4.03,29.69,0.00,0.00,0.00,0.00,0,0.00,278001,1000
123456,279,81.48,1003.50,3.74,29.71,0.00,0.00,0.00,0.00,0,0.00,280002,1000
123456,280,81.53,1003.49,4.03,29.70,0.00,0.00,0.00,0.00,0,0.00,281000,1000
123456,281,81.57,1003.49,3.80,29.69,0.00,0.00,0.00,0.00,0,0.00,282001,1000
123456,282,81.95,1003.44,3.88,29.69,0.00,0.00,0.00,0.00,0,0.00,283001,1000
123456,283,81.48,1003.50,3.74,29.67,0.00,0.00,0.00,0.00,0,0.00,284001,1000
123456,285,81.73,1003.47,3.90,29.66,0.00,0.00,0.00,0.00,0,0.00,286002,1000
123456,286,82.09,1003.43,4.03,29.68,0.00,0.00,0.00,0.00,0,0.00,287002,1000
123456,287,82.26,1003.41,3.74,29.70,0.00,0.00,0.00,0.00,0,0.00,288002,1000
123456,288,82.01,1003.44,3.94,29.69,0.00,0.00,0.00,0.00,0,0.00,289001,1000
123456,289,82.25,1003.41,3.72,29.69,0.00,0.00,0.00,0.00,0,0.00,290001,1000
123456,291,82.19,1003.42,3.66,29.67,0.00,0.00,0.00,0.00,0,0.00,292001,1000
123456,292,82.16,1003.42,3.70,29.67,0.00,0.00,0.00,0.00,0,0.00,293002,1000
123456,293,82.07,1003.43,4.03,29.67,0.00,0.00,0.00,0.00,0,0.00,294000,1000
123456,294,82.13,1003.42,3.66,29.67,0.00,0.00,0.00,0.00,0,0.00,295000,1000
,0.00,0.00,0.00,0.00,0,0.00,296001,1000
123456,297,81.73,1003.47,4.03,29.75,0.00,0.00,0.00,0.00,0,0.00,298002,1000
123456,298,81.86,1003.46,3.74,29.75,0.00,0.00,0.00,0.00,0,0.00,299002,1000
123456,299,82.28,1003.40,3.66,29.75,0.00,0.00,0.00,0.00,0,0.00,300000,1000
123456,300,81.96,1003.44,3.90,29.73,0.00,0.00,0.00,0.00,0,0.00,301000,1000
123456,302,81.92,1003.45,3.90,29.70,0.00,0.00,0.00,0.00,0,0.00,303002,1000
123456,303,82.15,1003.42,3.90,29.69,0.00,0.00,0.00,0.00,0,0.00,304001,1000
123456,304,81.98,1003.44,3.86,29.68,0.00,0.00,0.00,0.00,0,0.00,305002,1000
123456,305,82.13,1003.42,3.90,29.65,0.00,0.00,0.00,0.00,0,0.00,306002,1000
123456,306,82.03,1003.43,3.88,29.63,0.00,0.00,0.00,0.00,0,0.00,307000,1000
123456,308,81.76,1003.47,4.03,29.62,0.00,0.00,0.00,0.00,0,0.00,309001,1000
123456,309,81.90,1003.45,3.90,29.62,0.00,0.00,0.00,0.00,0,0.00,310002,1000
123456,310,82.12,1003.42,3.90,29.62,0.00,0.00,0.00,0.00,0,0.00,311001,1000
123456,311,81.98,1003.44,4.03,29.61,0.00,0.00,0.00,0.00,0,0.00,312002,1000
123456,312,82.20,1003.41,4.06,29.62,0.00,0.00,0.00,0.00,0,0.00,313000,1000
123456,314,82.33,1003.40,0.00,29.12,0.00,0.00,0.00,0.00,0,0.00,315000,1000
123456,315,82.18,1003.42,3.90,29.63,0.00,0.00,0.00,0.00,0,0.00,316001,1000
123456,316,81.91,1003.45,3.88,29.62,0.00,0.00,0.00,0.00,0,0.00,317001,1000
123456,317,81.88,1003.45,3.72,29.61,0.00,0.00,0.00,0.00,0,0.00,318001,1000
123456,318,82.23,1003.41,3.64,29.61,0.00,0.00,0.00,0.00,0,0.00,319000,1000
123456,320,81.88,1003.45,3.66,29.57,0.00,0.00,0.00,0.00,0,0.00,321000,1000
123456,321,81.76,1003.47,3.97,29.58,0.00,0.00,0.00,0.00,0,0.00,322000,1000
123456,322,81.89,1003.45,3.82,29.57,0.00,0.00,0.00,0.00,0,0.00,323002,1000
123456,323,82.23,1003.41,3.90,29.58,0.00,0.00,0.00,0.00,0,0.00,324000,1000
123456,324,82.27,1003.41,3.66,29.58,0.00,0.00,0.00,0.00,0,0.00,325002,1000
123456,326,82.02,1003.44,3.64,29.55,0.00,0.00,0.00,0.00,0,0.00,327000,1000
123456,327,82.33,1003.40,0.00,29.12,0.00,0.00,0.00,0.00,0,0.00,328001,1000
123456,328,82.26,1003.41,3.82,29.60,0.00,0.00,0.00,0.00,0,0.00,329003,1000
123456,329,82.03,1003.43,3.64,29.62,0.00,0.00,0.00,0.00,0,0.00,330001,1000
123456,331,82.05,1003.43,4.05,29.65,0.00,0.00,0.00,0.00,0,0.00,332001,1000
123456,332,81.79,1003.46,3.88,29.67,0.00,0.00,0.00,0.00,0,0.00,333002,1000
123456,333,81.76,1003.47,4.11,29.70,0.00,0.00,0.00,0.00,0,0.00,334001,1000
123456,334,82.18,1003.42,4.05,29.70,0.00,0.00,0.00,0.00,0,0.00,335002,1000
123456,335,82.45,1003.38,3.96,29.72,0.00,0.00,0.00,0.00,0,0.00,336001,1000
123456,337,82.45,1003.38,3.74,29.72,0.00,0.00,0.00,0.00,0,0.00,338002,1000
123456,338,82.25,1003.41,3.57,29.74,0.00,0.00,0.00,0.00,0,0.00,339001,1000
123456,339,82.33,1003.40,3.58,29.76,0.00,0.00,0.00,0.00,0,0.00,340002,1000
123456,340,82.36,1003.40,3.74,29.77,0.00,0.00,0.00,0.00,0,0.00,341001,1000
123456,341,82.41,1003.39,3.74,29.78,0.00,0.00,0.00,0.00,0,0.00,342002,1000
123456,343,81.73,1003.47,3.80,29.83,0.00,0.00,0.00,0.00,0,0.00,344001,1000
123456,344,82.33,1003.40,0.00,29.12,0.00,0.00,0.00,0.00,0,0.00,345004,1000
123456,345,82.06,1003.43,3.88,29.89,0.00,0.00,0.00,0.00,0,0.00,346000,1000
123456,346,82.20,1003.41,3.82,29.91,0.00,0.00,0.00,0.00,0,0.00,347002,1000
123456,348,82.22,1003.41,4.09,29.94,0.00,0.00,0.00,0.00,0,0.00,349000,1000
123456,349,82.06,1003.43,3.74,29.96,0.00,0.00,0.00,0.00,0,0.00,350000,1000
123456,350,82.23,1003.41,3.94,29.97,0.00,0.00,0.00,0.00,0,0.00,351002,1000
123456,351,82.27,1003.41,4.03,29.99,0.00,0.00,0.00,0.00,0,0.00,352000,1000
123456,352,82.04,1003.43,3.80,30.01,0.00,0.00,0.00,0.00,0,0.00,353002,1000
123456,354,82.04,1003.43,3.90,30.04,0.00,0.00,0.00,0.00,0,0.00,355001,1000
123456,355,82.16,1003.42,4.23,30.04,0.00,0.00,0.00,0.00,0,0.00,356000,1000
123456,356,82.39,1003.39,3.58,30.06,0.00,0.00,0.00,0.00,0,0.00,357000,1000
123456,357,81.73,1003.47,3.90,30.07,0.00,0.00,0.00,0.00,0,0.00,358000,1000
123456,358,82.10,1003.43,4.09,30.07,0.00,0.00,0.00,0.00,0,0.00,359000,1000
123456,360,82.12,1003.42,3.80,30.02,0.00,0.00,0.00,0.00,0,0.00,361003,1000
123456,361,82.08,1003.43,3.88,29.99,0.00,0.00,0.00,0.00,0,0.00,362002,1000
123456,362,81.47,1003.50,3.97,29.96,0.00,0.00,0.00,0.00,0,0.00,363001,1000
123456,363,81.72,1003.47,3.90,29.96,0.00,0.00,0.00,0.00,0,0.00,364000,1000
123456,364,82.06,1003.43,3.88,29.93,0.00,0.00,0.00,0.00,0,0.00,365002,1000
123456,366,81.87,1003.45,3.96,29.87,0.00,0.00,0.00,0.00,0,0.00,367001,1000
123456,367,81.56,1003.49,3.97,29.86,0.00,0.00,0.00,0.00,0,0.00,368000,1000
123456,368,81.92,1003.45,3.82,29.84,0.00,0.00,0.00,0.00,0,0.00,369001,1000
123456,369,81.67,1003.48,3.90,29.82,0.00,0.00,0.00,0.00,0,0.00,370002,1000
123456,370,81.82,1003.46,3.90,29.81,0.00,0.00,0.00,0.00,0,0.00,371000,1000
123456,372,81.71,1003.47,3.80,29.78,0.00,0.00,0.00,0.00,0,0.00,373001,1000
123456,373,81.46,1003.50,3.88,29.79,0.00,0.00,0.00,0.00,0,0.00,374000,1000
123456,374,81.59,1003.49,3.88,29.79,0.00,0.00,0.00,0.00,0,0.00,375002,1000
123456,375,81.47,1003.50,3.90,29.77,0.00,0.00,0.00,0.00,0,0.00,376000,1000
,81.79,1003.46,3.74,29.77,0.00,0.00,0.00,0.00,0,0.00,377001,1000
123456,378,81.76,1003.47,3.66,29.75,0.00,0.00,0.00,0.00,0,0.00,379000,1000
123456,379,81.73,1003.47,3.90,29.75,0.00,0.00,0.00,0.00,0,0.00,380002,1000
123456,380,81.94,1003.45,3.86,29.73,0.00,0.00,0.00,0.00,0,0.00,381003,1000
123456,381,82.33,1003.40,0.00,29.12,0.00,0.00,0.00,0.00,0,0.00,382001,1000
123456,383,81.85,1003.46,3.96,29.74,0.00,0.00,0.00,0.00,0,0.00,384001,1000
123456,384,81.47,1003.50,3.74,29.74,0.00,0.00,0.00,0.00,0,0.00,385003,1000
123456,385,81.59,1003.49,3.63,29.73,0.00,0.00,0.00,0.00,0,0.00,386001,1000
123456,386,81.95,1003.44,3.82,29.70,0.00,0.00,0.00,0.00,0,0.00,387000,1000
123456,387,82.04,1003.43,3.74,29.67,0.00,0.00,0.00,0.00,0,0.00,388003,1000
123456,389,81.48,1003.50,3.96,29.64,0.00,0.00,0.00,0.00,0,0.00,390002,1000
123456,390,81.28,1003.52,3.66,29.63,0.00,0.00,0.00,0.00,0,0.00,391001,1000
123456,391,81.61,1003.48,3.94,29.63,0.00,0.00,0.00,0.00,0,0.00,392000,1000
123456,392,81.99,1003.44,3.74,29.64,0.00,0.00,0.00,0.00,0,0.00,393000,1000
123456,393,81.53,1003.49,3.96,29.63,0.00,0.00,0.00,0.00,0,0.00,394002,1000
123456,395,81.82,1003.46,3.96,29.61,0.00,0.00,0.00,0.00,0,0.00,396001,1000
123456,396,81.86,1003.45,3.58,29.61,0.00,0.00,0.00,0.00,0,0.00,397002,1000
123456,397,82.04,1003.43,3.74,29.61,0.00,0.00,0.00,0.00,0,0.00,398001,1000
123456,398,81.79,1003.46,3.82,29.60,0.00,0.00,0.00,0.00,0,0.00,399002,1000
123456,399,81.65,1003.48,3.51,29.62,0.00,0.00,0.00,0.00,0,0.00,400000,1000
123456,401,81.71,1003.47,3.88,29.62,0.00,0.00,0.00,0.00,0,0.00,402001,1000
123456,402,81.64,1003.48,3.66,29.62,0.00,0.00,0.00,0.00,0,0.00,403002,1000
123456,403,81.58,1003.49,4.09,29.63,0.00,0.00,0.00,0.00,0,0.00,404000,1000
123456,404,81.99,1003.44,3.82,29.64,0.00,0.00,0.00,0.00,0,0.00,405001,1000
123456,405,81.94,1003.44,3.82,29.64,0.00,0.00,0.00,0.00,0,0.00,406001,1000
123456,407,81.60,1003.49,3.66,29.66,0.00,0.00,0.00,0.00,0,0.00,408001,1000
123456,408,81.91,1003.45,3.88,29.67,0.00,0.00,0.00,0.00,0,0.00,409003,1000
123456,409,81.74,1003.47,4.11,29.70,0.00,0.00,0.00,0.00,0,0.00,410000,1000
123456,410,81.78,1003.46,3.96,29.69,0.00,0.00,0.00,0.00,0,0.00,411001,1000
123456,411,81.54,1003.49,3.66,29.68,0.00,0.00,0.00,0.00,0,0.00,412000,1000
123456,413,82.09,1003.43,3.96,29.63,0.00,0.00,0.00,0.00,0,0.00,414001,1000
123456,414,82.33,1003.40,3.96,29.64,0.00,0.00,0.00,0.00,0,0.00,415001,1000
123456,415,82.05,1003.43,3.94,29.65,0.00,0.00,0.00,0.00,0,0.00,416002,1000
123456,416,82.15,1003.42,3.82,29.69,0.00,0.00,0.00,0.00,0,0.00,417000,1000
123456,417,82.33,1003.40,0.00,29.12,0.00,0.00,0.00,0.00,0,0.00,418001,1000
123456,419,81.84,1003.46,3.66,29.73,0.00,0.00,0.00,0.00,0,0.00,420000,1000
123456,420,81.94,1003.45,3.94,29.73,0.00,0.00,0.00,0.00,0,0.00,421002,1000
123456,421,81.79,1003.46,3.96,29.74,0.00,0.00,0.00,0.00,0,0.00,422000,1000
